Time,Name,Type,MsgType,Text
2023-08-26 10:12:40.045,Connection,EFEM,Normal,Opned.
2023-08-26 10:16:57.391,Connection,EFEM,Normal,Opned.
2023-08-26 10:22:23.347,Connection,EFEM,Normal,Opned.
2023-08-26 10:31:07.020,Connection,EFEM,Normal,Connected.
2023-08-26 10:42:49.848,Connection,EFEM,Normal,Opned.
2023-08-26 10:42:53.344,Connection,EFEM,Normal,Connected.
2023-08-26 10:44:16.791,Connection,EFEM,Normal,Opned.
2023-08-26 10:44:17.840,Connection,EFEM,Normal,Connected.
2023-08-26 10:45:06.649,Connection,EFEM,Normal,Opned.
2023-08-26 10:45:07.161,Connection,EFEM,Normal,Connected.
2023-08-26 10:48:50.534,Connection,EFEM,Normal,Opned.
2023-08-26 10:48:52.263,Connection,EFEM,Normal,Connected.
2023-08-26 10:54:37.577,Connection,EFEM,Normal,Opned.
2023-08-26 10:54:37.836,Connection,EFEM,Normal,Connected.
2023-08-26 10:56:08.346,Connection,EFEM,Normal,Opned.
2023-08-26 10:56:08.937,Connection,EFEM,Normal,Connected.
2023-08-26 11:23:32.673,Connection,EFEM,Normal,Opned.
2023-08-26 11:23:32.867,Connection,EFEM,Normal,Connected.
2023-08-26 11:40:13.704,Connection,EFEM,Normal,Opned.
2023-08-26 11:40:14.980,Connection,EFEM,Normal,Connected.
2023-08-26 11:41:11.658,Connection,EFEM,Normal,Opned.
2023-08-26 11:41:17.369,Connection,EFEM,Normal,Connected.
2023-08-26 11:42:24.784,Connection,EFEM,Normal,Opned.
2023-08-26 11:42:37.608,Connection,EFEM,Normal,Opned.
2023-08-26 11:42:53.691,Connection,EFEM,Normal,Opned.
2023-08-26 11:42:53.920,Connection,EFEM,Normal,Connected.
2023-08-26 11:45:01.101,Connection,EFEM,Normal,Opned.
2023-08-26 11:45:02.731,Connection,EFEM,Normal,Connected.
2023-08-26 12:39:36.181,Connection,EFEM,Normal,Opned.
2023-08-26 12:42:58.413,Connection,EFEM,Normal,Opned.
2023-08-26 12:47:06.754,Connection,EFEM,Normal,Opned.
2023-08-26 12:48:53.702,Connection,EFEM,Normal,Opned.
2023-08-26 12:50:50.775,Connection,EFEM,Normal,Opned.
2023-08-26 12:51:58.441,Connection,EFEM,Normal,Opned.
2023-08-26 12:53:17.415,Connection,EFEM,Normal,Opned.
2023-08-26 12:59:21.701,Connection,EFEM,Normal,Opned.
2023-08-26 13:31:38.336,Connection,EFEM,Normal,Opned.
2023-08-26 13:32:06.234,Connection,EFEM,Normal,Opned.
2023-08-26 13:35:09.032,Connection,EFEM,Normal,Opned.
2023-08-26 13:40:42.750,Connection,EFEM,Normal,Opned.
2023-08-26 13:49:03.932,Connection,EFEM,Normal,Opned.
2023-08-26 13:50:31.838,Connection,EFEM,Normal,Opned.
2023-08-26 13:52:53.495,Connection,EFEM,Normal,Opned.
2023-08-26 13:53:54.240,Connection,EFEM,Normal,Opned.
2023-08-26 13:55:25.105,Connection,EFEM,Normal,Opned.
2023-08-26 14:07:17.020,Connection,EFEM,Normal,Opned.
2023-08-26 14:25:11.234,Connection,EFEM,Normal,Opned.
2023-08-26 14:39:21.968,Connection,EFEM,Normal,Opned.
2023-08-26 17:41:40.422,Connection,EFEM,Normal,Opned.
2023-08-26 17:46:16.917,Connection,EFEM,Normal,Opned.
2023-08-26 17:59:11.437,Connection,EFEM,Normal,Opned.
2023-08-26 18:32:45.056,Connection,EFEM,Normal,Opned.
2023-08-26 18:45:00.602,Connection,EFEM,Normal,Opned.
2023-08-26 18:51:44.728,Connection,EFEM,Normal,Opned.
2023-08-26 18:57:38.897,Connection,EFEM,Normal,Opned.
2023-08-26 18:59:40.900,Connection,EFEM,Normal,Opned.
