Time,Name,Type,MsgType,Text
2023-07-07 15:39:19.663,PIOStep_Unload,EFEM_PIO,Normal,GlassDataReport
2023-07-07 15:39:19.804,PIOStep_Unload,EFEM_PIO,Normal,GlassDataReportOn
2023-07-07 15:39:20.110,PIOStep_Unload,EFEM_PIO,Normal,UnloadReqOn
2023-07-07 15:39:20.402,PIOStep_Unload,EFEM_PIO,Normal,UnloadEnableOn
2023-07-07 15:39:20.696,PIOStep_Unload,EFEM_PIO,Normal,UnloadInterlockOnCheck
2023-07-07 15:39:24.688,PIOStep_Unload,EFEM_PIO,Normal,RobotBusyCheck
2023-07-07 15:39:24.827,PIOStep_Unload,EFEM_PIO,Normal,UnloadCompleteOnCheck
2023-07-07 15:39:32.973,PIOStep_Unload,EFEM_PIO,Normal,UnloadCompleteConfirmOn
2023-07-07 15:39:34.690,PIOStep_Unload,EFEM_PIO,Normal,UnloadCompleteOffCheck
2023-07-07 15:39:34.934,PIOStep_Unload,EFEM_PIO,Normal,UnloadCompleteConfirmOff
2023-07-07 15:39:35.307,PIOStep_Unload,EFEM_PIO,Normal,UnloadInterlockOffCheck
2023-07-07 15:39:36.945,PIOStep_Unload,EFEM_PIO,Normal,UnloadEnableOff
2023-07-07 15:39:37.277,PIOStep_Unload,EFEM_PIO,Normal,Completed
2023-07-07 15:39:37.582,PIOStep_Unload,EFEM_PIO,Normal,None
2023-07-07 15:39:38.042,PIOStep_Unload,EFEM_PIO,Normal,GlassDataReport
2023-07-07 15:39:38.188,PIOStep_Unload,EFEM_PIO,Normal,GlassDataReportOn
2023-07-07 15:39:38.496,PIOStep_Unload,EFEM_PIO,Normal,UnloadReqOn
2023-07-07 15:39:38.786,PIOStep_Unload,EFEM_PIO,Normal,UnloadEnableOn
2023-07-07 15:39:39.077,PIOStep_Unload,EFEM_PIO,Normal,UnloadInterlockOnCheck
