Time,Name,Type,MsgType,Text
2023-08-30 10:52:59.928,PIOStep_Unload,EFEM_PIO,Normal,GlassDataReport
2023-08-30 10:53:00.204,PIOStep_Unload,EFEM_PIO,Normal,GlassDataReportOn
2023-08-30 10:53:00.531,PIOStep_Unload,EFEM_PIO,Normal,UnloadReqOn
2023-08-30 10:53:00.831,PIOStep_Unload,EFEM_PIO,Normal,UnloadEnableOn
2023-08-30 10:53:01.286,PIOStep_Unload,EFEM_PIO,Normal,UnloadInterlockOffCheck
2023-08-30 10:55:46.164,PIOStep_Unload,EFEM_PIO,Normal,RobotBusyCheck
2023-08-30 10:55:46.454,PIOStep_Unload,EFEM_PIO,Normal,UnloadCompleteOnCheck
2023-08-30 10:55:50.195,PIOStep_Unload,EFEM_PIO,Normal,UnloadCompleteConfirmOn
2023-08-30 10:55:50.959,PIOStep_Unload,EFEM_PIO,Normal,UnloadCompleteOffCheck
2023-08-30 10:55:51.232,PIOStep_Unload,EFEM_PIO,Normal,UnloadCompleteConfirmOff
2023-08-30 10:55:51.536,PIOStep_Unload,EFEM_PIO,Normal,RobotBusyOffCheck
2023-08-30 10:55:52.359,PIOStep_Unload,EFEM_PIO,Normal,UnloadInterlockOnCheck
2023-08-30 10:55:52.496,PIOStep_Unload,EFEM_PIO,Normal,UnloadEnableOff
2023-08-30 10:55:52.783,PIOStep_Unload,EFEM_PIO,Normal,Completed
2023-08-30 10:55:53.084,PIOStep_Unload,EFEM_PIO,Normal,None
2023-08-30 10:55:53.594,PIOStep_Unload,EFEM_PIO,Normal,GlassDataReport
2023-08-30 10:55:53.778,PIOStep_Unload,EFEM_PIO,Normal,GlassDataReportOn
2023-08-30 10:55:54.166,PIOStep_Unload,EFEM_PIO,Normal,UnloadReqOn
2023-08-30 10:55:54.523,PIOStep_Unload,EFEM_PIO,Normal,UnloadEnableOn
2023-08-30 10:55:54.850,PIOStep_Unload,EFEM_PIO,Normal,UnloadInterlockOffCheck
2023-08-30 10:56:09.243,PIOStep_Unload,EFEM_PIO,Normal,RobotBusyCheck
2023-08-30 10:56:09.533,PIOStep_Unload,EFEM_PIO,Normal,UnloadCompleteOnCheck
2023-08-30 10:56:20.369,PIOStep_Unload,EFEM_PIO,Normal,UnloadCompleteConfirmOn
2023-08-30 10:56:21.128,PIOStep_Unload,EFEM_PIO,Normal,UnloadCompleteOffCheck
2023-08-30 10:56:21.403,PIOStep_Unload,EFEM_PIO,Normal,UnloadCompleteConfirmOff
2023-08-30 10:56:21.707,PIOStep_Unload,EFEM_PIO,Normal,RobotBusyOffCheck
