Time,Name,Type,MsgType,Text
2023-08-30 08:07:46.006,,System,Normal,CIM has been executed..
2023-08-30 09:23:01.653,,System,Normal,CIM has been executed..
2023-08-30 09:23:02.668,,System,Normal,Start MasterPLC Thread..
2023-08-30 09:23:04.792,,System,Error,MasterPLC Connect fail. [대상 컴퓨터에서 연결을 거부했으므로 연결하지 못했습니다 127.0.0.1:8192]
2023-08-30 09:23:06.514,,Host,Normal,HSMS Connected NotSelected.
2023-08-30 09:23:06.529,,Host,Normal,HSMS Connection Selected.
2023-08-30 09:33:43.229,,System,Normal,CIM has been executed..
2023-08-30 09:33:44.192,,System,Normal,Start MasterPLC Thread..
2023-08-30 09:33:44.641,,Host,Normal,HSMS Connected NotSelected.
2023-08-30 09:33:44.653,,Host,Normal,HSMS Connection Selected.
2023-08-30 09:33:46.313,,System,Error,MasterPLC Connect fail. [대상 컴퓨터에서 연결을 거부했으므로 연결하지 못했습니다 127.0.0.1:8192]
2023-08-30 09:34:09.636,,System,Error,MasterPLC Connect fail. [대상 컴퓨터에서 연결을 거부했으므로 연결하지 못했습니다 127.0.0.1:8192]
2023-08-30 09:34:13.328,,System,Normal,CIM has been executed..
2023-08-30 09:34:13.828,,System,Normal,Start MasterPLC Thread..
2023-08-30 09:34:13.934,,System,Normal,MasterPLC connected..
2023-08-30 09:34:19.765,,Host,Normal,HSMS Connected NotSelected.
2023-08-30 09:34:19.775,,Host,Normal,HSMS Connection Selected.
2023-08-30 09:36:41.876,,System,Normal,CIM has been executed..
2023-08-30 09:36:42.860,,System,Normal,Start MasterPLC Thread..
2023-08-30 09:36:42.966,,System,Normal,MasterPLC connected..
2023-08-30 09:36:43.151,,Host,Normal,HSMS Connected NotSelected.
2023-08-30 09:36:43.169,,Host,Normal,HSMS Connection Selected.
2023-08-30 09:37:08.636,,Host,Normal,Receive S3F41 WorkOrder..
2023-08-30 09:37:24.805,,Host,Normal,Receive S1F13
2023-08-30 09:37:24.818,,Host,Normal,Receive S1F17.. OnLine command.. already OnlineRemote
2023-08-30 09:37:30.217,,Booth,Error,Command[WORK_START] Retry over
2023-08-30 09:37:35.740,eTrackStep,TM01,Normal,moduleStart
2023-08-30 09:37:37.199,eTrackStep,TM01,Normal,containOn
2023-08-30 09:37:38.640,eTrackStep,TM01,Normal,occupied
2023-08-30 09:37:40.080,eTrackStep,TM01,Normal,conttainOff
2023-08-30 09:37:41.187,RxGlassLocUnocc,TM01,Normal,True
2023-08-30 09:37:41.202,CheckGlassLocUnocc,TM01,Normal,Write[True]
2023-08-30 09:37:41.537,eTrackStep,TM01,Normal,unoccupied
2023-08-30 09:37:41.642,eTrackStep,BF01,Normal,moduleStart
2023-08-30 09:37:41.945,CheckGlassLocUnocc,TM01,Normal,Write[True]
2023-08-30 09:37:42.373,eTrackStep,BF01,Normal,containOn
2023-08-30 09:37:42.663,TxGlassLocUnoccAck,TM01,Normal,True
2023-08-30 09:37:43.015,eTrackStep,TM01,Normal,moduleEnd
2023-08-30 09:37:43.121,eTrackStep,BF01,Normal,glassIDRead
2023-08-30 09:37:43.410,RxGlassLocUnocc,TM01,Normal,False
2023-08-30 09:37:44.139,TxGlassLocUnoccAck,TM01,Normal,False
2023-08-30 09:37:44.473,eTrackStep,TM01,Normal,none
2023-08-30 09:37:44.883,TxGlassIDReadAck,BF01,Normal,on[GLASS-1]
2023-08-30 09:37:45.688,TxVirtualGlassId,BF01,Normal,GLASS-1
2023-08-30 09:37:45.690,TxGlassIDReadAck,BF01,Normal,True
2023-08-30 09:37:46.039,eTrackStep,TM01,Normal,moduleStart
2023-08-30 09:37:46.160,eTrackStep,BF01,Normal,occupied
2023-08-30 09:37:46.477,TxGlassIDReadAck,BF01,Normal,off
